Site Name,Day,Hour,Solar Zenith Angle,Clearsky DHI,Clearsky DNI,Clearsky GHI,Relative Humidity,DHI,DNI,GHI,Energy Output(kWh),Datetime
site4,11,5,71.52,101.36,412.46,208.13,62.82,96.01,426.89,207.47,0.672,2023-01-11 05:00:00
site4,11,6,58.89,156.16,589.99,428.75,48.26,270.31,156.04,333.34,1.824,2023-01-11 06:00:00
site4,11,7,46.6,215.79,660.34,634.97,47.5,219.33,613.75,662.01,6.624,2023-01-11 07:00:00
site4,11,8,35.25,251.17,705.59,799.75,43.04,487.86,105.74,570.01,12.576,2023-01-11 08:00:00
site4,11,9,24.02,245.96,716.78,920.98,42.62,250.67,715.08,926.52,21.744,2023-01-11 09:00:00
site4,11,10,21.63,254.4,761.38,986.05,43.12,494.54,284.32,735.41,22.656,2023-01-11 10:00:00
site4,11,11,25.48,235.05,746.79,901.99,41.89,509.25,79.07,579.9,14.88,2023-01-11 11:00:00
site4,11,12,36.18,226.25,736.58,786.17,44.41,487.55,128.39,583.76,25.872,2023-01-11 12:00:00
site4,11,13,47.43,181.26,714.05,627.45,43.69,334.29,28.27,358.12,17.136,2023-01-11 13:00:00
site4,11,14,63.96,135.75,607.79,405.76,47.61,136.12,624.15,435.05,9.888,2023-01-11 14:00:00
site4,11,15,72.78,79.5,435.61,192.11,55.79,85.06,433.04,183.01,9.12,2023-01-11 15:00:00
site4,11,16,88.75,0.0,0.0,0.0,71.45,0.0,0.0,0.0,8.352,2023-01-11 16:00:00
site4,11,17,100.98,0.0,0.0,0.0,68.41,0.0,0.0,0.0,5.328,2023-01-11 17:00:00
site4,11,18,117.92,0.0,0.0,0.0,71.29,0.0,0.0,0.0,1.488,2023-01-11 18:00:00
site4,11,19,127.3,0.0,0.0,0.0,73.56,0.0,0.0,0.0,0.432,2023-01-11 19:00:00
site4,11,20,140.6,0.0,0.0,0.0,78.82,0.0,0.0,0.0,0.0,2023-01-11 20:00:00
site4,11,21,154.46,0.0,0.0,0.0,79.06,0.0,0.0,0.0,0.0,2023-01-11 21:00:00
site4,11,22,151.8,0.0,0.0,0.0,76.44,0.0,0.0,0.0,0.0,2023-01-11 22:00:00
site4,11,23,148.64,0.0,0.0,0.0,81.11,0.0,0.0,0.0,0.0,2023-01-11 23:00:00
site4,12,0,141.56,0.0,0.0,0.0,79.64,0.0,0.0,0.0,0.0,2023-01-12 00:00:00
site4,12,1,132.18,0.0,0.0,0.0,73.72,0.0,0.0,0.0,0.0,2023-01-12 01:00:00
site4,12,2,118.05,0.0,0.0,0.0,76.91,0.0,0.0,0.0,0.0,2023-01-12 02:00:00
site4,12,3,105.24,0.0,0.0,0.0,76.29,0.0,0.0,0.0,0.0,2023-01-12 03:00:00
site4,12,4,90.9,17.46,125.31,22.89,71.76,17.59,129.54,22.63,0.192,2023-01-12 04:00:00
site4,12,5,73.79,72.34,579.19,228.41,62.7,68.65,583.04,228.79,1.056,2023-01-12 05:00:00
site4,12,6,59.43,95.79,767.08,463.46,53.93,101.55,770.69,459.26,3.12,2023-01-12 06:00:00
site4,12,7,49.25,118.35,819.38,673.02,47.84,114.53,836.49,662.84,5.808,2023-01-12 07:00:00
site4,12,8,35.13,134.26,875.95,854.77,45.18,132.56,848.78,834.02,12.24,2023-01-12 08:00:00
site4,12,9,25.0,112.69,965.18,959.6,42.58,116.21,926.48,969.88,17.952,2023-01-12 09:00:00
site4,12,10,21.81,116.45,926.42,1023.37,40.19,119.39,933.18,969.11,17.952,2023-01-12 10:00:00
site4,12,11,26.82,114.72,902.4,962.03,40.1,119.97,945.89,942.81,17.472,2023-01-12 11:00:00
site4,12,12,37.68,114.6,929.9,811.66,39.2,438.32,129.95,572.73,24.0,2023-01-12 12:00:00
site4,12,13,50.03,104.59,822.93,640.16,40.66,104.7,847.17,656.17,22.896,2023-01-12 13:00:00
site4,12,14,64.46,87.78,759.08,438.05,39.44,89.25,775.05,455.56,11.376,2023-01-12 14:00:00
site4,12,15,75.37,61.48,589.5,191.62,48.7,62.98,561.47,198.7,9.696,2023-01-12 15:00:00
site4,12,16,87.16,0.0,0.0,0.0,54.76,0.0,0.0,0.0,8.352,2023-01-12 16:00:00
site4,12,17,103.79,0.0,0.0,0.0,55.78,0.0,0.0,0.0,3.024,2023-01-12 17:00:00
site4,12,18,114.69,0.0,0.0,0.0,58.85,0.0,0.0,0.0,0.624,2023-01-12 18:00:00
site4,12,19,126.86,0.0,0.0,0.0,65.09,0.0,0.0,0.0,0.0,2023-01-12 19:00:00
site4,12,20,143.31,0.0,0.0,0.0,64.57,0.0,0.0,0.0,0.0,2023-01-12 20:00:00
site4,12,21,151.4,0.0,0.0,0.0,69.68,0.0,0.0,0.0,0.0,2023-01-12 21:00:00
site4,12,22,152.75,0.0,0.0,0.0,70.06,0.0,0.0,0.0,0.0,2023-01-12 22:00:00
site4,12,23,147.17,0.0,0.0,0.0,71.96,0.0,0.0,0.0,0.0,2023-01-12 23:00:00
site4,13,0,135.84,0.0,0.0,0.0,73.69,0.0,0.0,0.0,0.0,2023-01-13 00:00:00
site4,13,1,127.66,0.0,0.0,0.0,74.05,0.0,0.0,0.0,0.0,2023-01-13 01:00:00
site4,13,2,110.91,0.0,0.0,0.0,77.33,0.0,0.0,0.0,0.0,2023-01-13 02:00:00
site4,13,3,104.91,0.0,0.0,0.0,78.07,0.0,0.0,0.0,0.0,2023-01-13 03:00:00
site4,13,4,87.63,17.07,169.13,23.93,68.16,17.01,169.01,23.79,0.096,2023-01-13 04:00:00
site4,13,5,71.67,59.23,639.29,227.78,60.37,61.2,635.8,230.49,1.104,2023-01-13 05:00:00
site4,13,6,60.59,84.2,811.99,481.03,53.99,79.62,786.14,491.15,2.832,2023-01-13 06:00:00
site4,13,7,48.84,94.06,904.59,692.02,43.94,94.82,929.67,722.84,3.84,2023-01-13 07:00:00
site4,13,8,35.44,102.17,967.93,870.59,40.03,104.02,906.22,865.58,5.376,2023-01-13 08:00:00
site4,13,9,26.53,101.24,992.72,948.83,35.58,99.45,956.39,939.23,10.272,2023-01-13 09:00:00
site4,13,10,22.06,97.08,1008.12,983.33,35.25,101.88,1017.12,1000.6,11.136,2023-01-13 10:00:00
site4,13,11,26.96,98.34,1011.05,967.39,33.68,96.74,1010.63,975.8,9.6,2023-01-13 11:00:00
site4,13,12,36.73,102.12,909.71,817.66,33.39,100.93,901.28,823.19,16.32,2023-01-13 12:00:00
site4,13,13,49.0,94.82,902.67,683.55,33.24,93.85,886.47,676.86,14.208,2023-01-13 13:00:00
site4,13,14,63.16,79.24,774.64,430.36,37.15,77.49,789.78,434.09,9.888,2023-01-13 14:00:00
site4,13,15,78.64,55.1,633.31,205.54,42.01,55.13,607.24,203.71,12.24,2023-01-13 15:00:00
site4,13,16,87.78,0.0,0.0,0.0,52.53,0.0,0.0,0.0,11.712,2023-01-13 16:00:00
site4,13,17,105.98,0.0,0.0,0.0,52.58,0.0,0.0,0.0,6.24,2023-01-13 17:00:00
site4,13,18,119.96,0.0,0.0,0.0,49.87,0.0,0.0,0.0,1.536,2023-01-13 18:00:00
site4,13,19,132.36,0.0,0.0,0.0,51.62,0.0,0.0,0.0,0.96,2023-01-13 19:00:00
site4,13,20,145.75,0.0,0.0,0.0,53.74,0.0,0.0,0.0,0.048,2023-01-13 20:00:00
site4,13,21,144.21,0.0,0.0,0.0,59.67,0.0,0.0,0.0,0.0,2023-01-13 21:00:00
site4,13,22,151.62,0.0,0.0,0.0,67.75,0.0,0.0,0.0,0.0,2023-01-13 22:00:00
site4,13,23,150.28,0.0,0.0,0.0,69.68,0.0,0.0,0.0,0.0,2023-01-13 23:00:00
site4,14,0,134.54,0.0,0.0,0.0,72.19,0.0,0.0,0.0,0.0,2023-01-14 00:00:00
site4,14,1,124.3,0.0,0.0,0.0,74.9,0.0,0.0,0.0,0.0,2023-01-14 01:00:00
site4,14,2,115.61,0.0,0.0,0.0,78.33,0.0,0.0,0.0,0.0,2023-01-14 02:00:00
site4,14,3,105.36,0.0,0.0,0.0,77.61,0.0,0.0,0.0,0.0,2023-01-14 03:00:00
site4,14,4,90.37,15.98,183.68,23.87,70.53,16.54,185.92,22.12,0.048,2023-01-14 04:00:00
site4,14,5,76.27,58.05,663.75,235.15,52.08,58.33,649.09,236.89,0.336,2023-01-14 05:00:00
site4,14,6,62.89,76.12,832.42,477.55,44.27,233.55,221.72,329.26,2.4,2023-01-14 06:00:00
site4,14,7,47.62,92.92,906.87,689.62,34.44,274.92,398.56,548.85,7.92,2023-01-14 07:00:00
site4,14,8,34.85,107.01,917.44,851.49,33.76,340.36,18.01,343.16,12.672,2023-01-14 08:00:00
site4,14,9,26.75,121.26,951.69,973.76,35.5,202.68,0.0,213.62,10.512,2023-01-14 09:00:00
site4,14,10,23.1,132.03,921.96,970.45,34.74,384.13,2.05,375.44,15.168,2023-01-14 10:00:00
site4,14,11,26.21,130.75,867.64,906.84,36.95,284.39,3.02,291.15,21.984,2023-01-14 11:00:00
site4,14,12,35.86,149.97,792.75,779.74,43.12,346.49,339.46,614.3,15.792,2023-01-14 12:00:00
site4,14,13,51.43,136.03,770.72,647.61,48.9,119.44,0.0,122.24,11.136,2023-01-14 13:00:00
site4,14,14,65.24,119.86,637.16,400.38,55.46,98.15,0.0,101.9,5.904,2023-01-14 14:00:00
site4,14,15,78.79,78.3,401.37,176.86,67.92,33.81,0.0,32.75,5.232,2023-01-14 15:00:00
site4,14,16,88.1,0.0,0.0,0.0,76.76,0.0,0.0,0.0,3.36,2023-01-14 16:00:00
site4,14,17,100.79,0.0,0.0,0.0,80.77,0.0,0.0,0.0,3.984,2023-01-14 17:00:00
site4,14,18,118.43,0.0,0.0,0.0,84.75,0.0,0.0,0.0,2.16,2023-01-14 18:00:00
site4,14,19,128.68,0.0,0.0,0.0,90.13,0.0,0.0,0.0,0.384,2023-01-14 19:00:00
site4,14,20,138.51,0.0,0.0,0.0,91.92,0.0,0.0,0.0,0.0,2023-01-14 20:00:00
site4,14,21,144.76,0.0,0.0,0.0,90.8,0.0,0.0,0.0,0.0,2023-01-14 21:00:00
site4,14,22,157.49,0.0,0.0,0.0,95.29,0.0,0.0,0.0,0.0,2023-01-14 22:00:00
site4,14,23,148.51,0.0,0.0,0.0,95.62,0.0,0.0,0.0,0.0,2023-01-14 23:00:00
site4,15,0,141.75,0.0,0.0,0.0,94.59,0.0,0.0,0.0,0.0,2023-01-15 00:00:00
site4,15,1,125.65,0.0,0.0,0.0,95.53,0.0,0.0,0.0,0.0,2023-01-15 01:00:00
site4,15,2,115.12,0.0,0.0,0.0,95.83,0.0,0.0,0.0,0.0,2023-01-15 02:00:00
site4,15,3,99.66,0.0,0.0,0.0,98.95,0.0,0.0,0.0,0.0,2023-01-15 03:00:00
site4,15,4,91.06,15.9,121.6,20.2,90.65,15.47,117.28,20.03,0.144,2023-01-15 04:00:00
site4,15,5,76.0,63.9,598.25,225.82,75.61,21.17,0.0,22.74,0.864,2023-01-15 05:00:00
site4,15,6,60.27,88.62,734.81,451.41,64.87,162.05,1.03,159.57,2.544,2023-01-15 06:00:00
site4,15,7,47.01,107.53,869.46,654.46,59.83,187.27,0.0,187.19,6.768,2023-01-15 07:00:00
site4,15,8,34.99,110.18,925.2,879.83,53.06,348.42,4.02,367.37,14.304,2023-01-15 08:00:00
site4,15,9,25.59,112.74,914.8,925.96,47.47,420.08,147.48,566.55,19.44,2023-01-15 09:00:00
site4,15,10,22.98,108.43,969.93,996.74,45.42,511.3,292.87,746.27,19.728,2023-01-15 10:00:00
site4,15,11,26.51,102.34,946.32,921.27,43.99,106.34,987.15,970.56,22.656,2023-01-15 11:00:00
site4,15,12,37.51,91.15,950.68,826.0,41.98,91.66,951.78,820.36,16.992,2023-01-15 12:00:00
site4,15,13,48.41,82.92,879.47,634.91,41.54,85.51,909.72,649.63,20.64,2023-01-15 13:00:00
site4,15,14,65.33,67.0,774.64,428.25,44.58,70.63,800.14,438.92,10.08,2023-01-15 14:00:00
site4,15,15,75.47,49.27,597.84,195.95,53.4,49.63,625.78,190.9,10.272,2023-01-15 15:00:00
site4,15,16,90.45,0.0,0.0,0.0,67.27,0.0,0.0,0.0,6.192,2023-01-15 16:00:00
site4,15,17,107.89,0.0,0.0,0.0,68.59,0.0,0.0,0.0,3.12,2023-01-15 17:00:00
site4,15,18,120.87,0.0,0.0,0.0,65.64,0.0,0.0,0.0,1.632,2023-01-15 18:00:00
site4,15,19,132.48,0.0,0.0,0.0,63.84,0.0,0.0,0.0,0.432,2023-01-15 19:00:00
site4,15,20,140.49,0.0,0.0,0.0,68.26,0.0,0.0,0.0,0.0,2023-01-15 20:00:00
site4,15,21,151.73,0.0,0.0,0.0,69.1,0.0,0.0,0.0,0.0,2023-01-15 21:00:00
site4,15,22,156.22,0.0,0.0,0.0,67.8,0.0,0.0,0.0,0.0,2023-01-15 22:00:00
site4,15,23,152.22,0.0,0.0,0.0,76.59,0.0,0.0,0.0,0.0,2023-01-15 23:00:00
site4,16,0,137.3,0.0,0.0,0.0,81.8,0.0,0.0,0.0,0.0,2023-01-16 00:00:00
site4,16,1,126.57,0.0,0.0,0.0,87.48,0.0,0.0,0.0,0.0,2023-01-16 01:00:00
site4,16,2,115.96,0.0,0.0,0.0,88.21,0.0,0.0,0.0,0.0,2023-01-16 02:00:00
site4,16,3,98.16,0.0,0.0,0.0,90.04,0.0,0.0,0.0,0.0,2023-01-16 03:00:00
site4,16,4,86.3,15.39,65.42,17.87,87.97,15.21,65.72,18.44,0.0,2023-01-16 04:00:00
site4,16,5,76.02,79.95,502.33,205.5,86.5,76.38,499.38,220.89,0.048,2023-01-16 05:00:00
site4,16,6,59.54,102.93,695.11,448.09,74.91,55.78,0.0,56.33,0.528,2023-01-16 06:00:00
site4,16,7,47.97,113.33,859.42,695.77,61.51,112.78,0.0,111.61,0.432,2023-01-16 07:00:00
site4,16,8,35.78,120.57,864.73,836.73,58.9,252.45,0.0,239.84,0.672,2023-01-16 08:00:00
site4,16,9,27.57,146.44,864.15,958.91,54.49,211.22,0.0,207.91,1.104,2023-01-16 09:00:00
site4,16,10,22.53,143.93,935.23,939.57,51.01,261.66,0.0,270.32,1.68,2023-01-16 10:00:00
site4,16,11,26.99,139.61,896.27,940.23,50.82,125.13,0.0,129.9,1.92,2023-01-16 11:00:00
site4,16,12,37.08,159.45,816.68,825.86,51.53,128.23,0.0,126.51,2.592,2023-01-16 12:00:00
site4,16,13,50.92,139.79,752.02,643.92,53.23,214.84,0.99,214.88,3.888,2023-01-16 13:00:00
site4,16,14,65.85,115.12,648.67,396.21,58.32,183.17,2.99,173.95,3.744,2023-01-16 14:00:00
site4,16,15,73.79,78.59,433.05,175.32,62.94,6.87,0.0,6.92,2.4,2023-01-16 15:00:00
site4,16,16,93.33,0.0,0.0,0.0,70.48,0.0,0.0,0.0,1.92,2023-01-16 16:00:00
site4,16,17,101.08,0.0,0.0,0.0,76.22,0.0,0.0,0.0,2.256,2023-01-16 17:00:00
site4,16,18,115.47,0.0,0.0,0.0,82.64,0.0,0.0,0.0,1.248,2023-01-16 18:00:00
site4,16,19,128.03,0.0,0.0,0.0,88.7,0.0,0.0,0.0,0.432,2023-01-16 19:00:00
site4,16,20,143.78,0.0,0.0,0.0,85.88,0.0,0.0,0.0,0.0,2023-01-16 20:00:00
site4,16,21,147.09,0.0,0.0,0.0,91.04,0.0,0.0,0.0,0.0,2023-01-16 21:00:00
site4,16,22,148.91,0.0,0.0,0.0,95.47,0.0,0.0,0.0,0.0,2023-01-16 22:00:00
site4,16,23,152.23,0.0,0.0,0.0,95.79,0.0,0.0,0.0,0.0,2023-01-16 23:00:00
site4,17,0,141.13,0.0,0.0,0.0,96.95,0.0,0.0,0.0,0.0,2023-01-17 00:00:00
site4,17,1,128.45,0.0,0.0,0.0,91.27,0.0,0.0,0.0,0.0,2023-01-17 01:00:00
site4,17,2,114.68,0.0,0.0,0.0,97.89,0.0,0.0,0.0,0.0,2023-01-17 02:00:00
site4,17,3,101.35,0.0,0.0,0.0,96.23,0.0,0.0,0.0,0.0,2023-01-17 03:00:00
site4,17,4,91.31,14.67,93.91,19.73,89.76,6.97,0.0,7.23,0.144,2023-01-17 04:00:00
site4,17,5,76.88,64.25,569.9,219.73,86.68,46.23,0.99,47.76,1.056,2023-01-17 05:00:00
site4,17,6,62.49,84.97,742.43,441.36,79.24,114.9,3.9,118.54,3.264,2023-01-17 06:00:00
site4,17,7,47.46,104.37,826.65,663.57,69.42,120.05,1.03,114.75,6.816,2023-01-17 07:00:00
site4,17,8,36.62,106.42,899.39,805.81,62.27,177.17,0.0,180.64,9.504,2023-01-17 08:00:00
site4,17,9,26.51,114.94,931.71,946.69,62.16,202.36,0.0,192.24,12.048,2023-01-17 09:00:00
site4,17,10,23.34,114.44,925.54,949.8,62.38,151.34,0.0,160.21,15.888,2023-01-17 10:00:00
site4,17,11,27.91,112.27,921.88,928.39,62.6,205.0,0.0,201.07,20.736,2023-01-17 11:00:00
site4,17,12,37.84,112.85,889.37,792.43,64.9,183.6,0.0,174.61,17.904,2023-01-17 12:00:00
site4,17,13,48.78,96.46,859.4,608.37,64.15,54.77,0.0,53.77,18.624,2023-01-17 13:00:00
site4,17,14,64.76,81.83,749.51,399.25,65.44,30.84,0.0,30.35,18.432,2023-01-17 14:00:00
site4,17,15,79.64,52.81,524.36,173.52,71.38,5.83,0.0,6.15,16.992,2023-01-17 15:00:00
site4,17,16,92.43,0.0,0.0,0.0,74.12,0.0,0.0,0.0,9.888,2023-01-17 16:00:00
site4,17,17,104.19,0.0,0.0,0.0,80.81,0.0,0.0,0.0,5.28,2023-01-17 17:00:00
site4,17,18,116.01,0.0,0.0,0.0,79.1,0.0,0.0,0.0,1.44,2023-01-17 18:00:00
site4,17,19,127.97,0.0,0.0,0.0,83.19,0.0,0.0,0.0,0.384,2023-01-17 19:00:00
site4,17,20,140.62,0.0,0.0,0.0,86.18,0.0,0.0,0.0,0.0,2023-01-17 20:00:00
site4,17,21,153.14,0.0,0.0,0.0,87.52,0.0,0.0,0.0,0.0,2023-01-17 21:00:00
site4,17,22,160.15,0.0,0.0,0.0,88.76,0.0,0.0,0.0,0.0,2023-01-17 22:00:00
site4,17,23,154.96,0.0,0.0,0.0,87.81,0.0,0.0,0.0,0.0,2023-01-17 23:00:00
site4,18,0,137.37,0.0,0.0,0.0,92.87,0.0,0.0,0.0,0.0,2023-01-18 00:00:00
site4,18,1,124.41,0.0,0.0,0.0,88.98,0.0,0.0,0.0,0.0,2023-01-18 01:00:00
site4,18,2,114.97,0.0,0.0,0.0,88.58,0.0,0.0,0.0,0.0,2023-01-18 02:00:00
site4,18,3,100.46,0.0,0.0,0.0,92.17,0.0,0.0,0.0,0.0,2023-01-18 03:00:00
site4,18,4,85.46,14.28,121.67,17.39,89.51,7.99,0.0,8.02,0.0,2023-01-18 04:00:00
site4,18,5,75.71,57.83,591.81,210.62,79.17,7.91,0.0,8.18,0.336,2023-01-18 05:00:00
site4,18,6,61.84,76.51,793.65,469.23,65.14,115.16,0.0,116.73,0.912,2023-01-18 06:00:00
site4,18,7,48.57,91.52,880.12,666.28,58.07,178.58,0.0,184.61,1.104,2023-01-18 07:00:00
site4,18,8,37.75,99.87,892.52,858.79,49.55,340.33,2.02,334.03,4.992,2023-01-18 08:00:00
site4,18,9,26.68,105.32,903.45,907.73,46.0,263.54,0.0,270.13,7.824,2023-01-18 09:00:00
site4,18,10,24.01,109.72,957.0,937.7,43.31,280.54,0.98,285.16,9.936,2023-01-18 10:00:00
site4,18,11,28.88,103.99,940.36,952.23,43.29,351.1,2.03,371.58,13.344,2023-01-18 11:00:00
site4,18,12,38.44,102.35,883.3,806.79,40.68,375.49,44.22,434.37,14.4,2023-01-18 12:00:00
site4,18,13,50.24,95.8,861.86,646.1,44.36,310.43,58.07,361.89,16.368,2023-01-18 13:00:00
site4,18,14,64.38,87.29,743.26,393.25,48.72,151.11,0.98,157.29,16.656,2023-01-18 14:00:00
site4,18,15,79.74,57.15,507.76,169.02,56.27,20.29,0.0,20.46,13.008,2023-01-18 15:00:00
site4,18,16,94.35,0.0,0.0,0.0,69.17,0.0,0.0,0.0,8.064,2023-01-18 16:00:00
site4,18,17,102.42,0.0,0.0,0.0,75.84,0.0,0.0,0.0,3.216,2023-01-18 17:00:00
site4,18,18,120.38,0.0,0.0,0.0,75.98,0.0,0.0,0.0,1.92,2023-01-18 18:00:00
site4,18,19,135.54,0.0,0.0,0.0,76.76,0.0,0.0,0.0,0.384,2023-01-18 19:00:00
site4,18,20,142.28,0.0,0.0,0.0,81.57,0.0,0.0,0.0,0.0,2023-01-18 20:00:00
site4,18,21,148.39,0.0,0.0,0.0,79.84,0.0,0.0,0.0,0.0,2023-01-18 21:00:00
site4,18,22,151.69,0.0,0.0,0.0,84.08,0.0,0.0,0.0,0.0,2023-01-18 22:00:00
site4,18,23,144.31,0.0,0.0,0.0,82.74,0.0,0.0,0.0,0.0,2023-01-18 23:00:00
site4,19,0,135.86,0.0,0.0,0.0,88.93,0.0,0.0,0.0,0.0,2023-01-19 00:00:00
site4,19,1,130.49,0.0,0.0,0.0,93.24,0.0,0.0,0.0,0.0,2023-01-19 01:00:00
site4,19,2,116.91,0.0,0.0,0.0,88.7,0.0,0.0,0.0,0.0,2023-01-19 02:00:00
site4,19,3,101.91,0.0,0.0,0.0,88.62,0.0,0.0,0.0,0.0,2023-01-19 03:00:00
site4,19,4,89.34,13.78,88.63,16.55,86.87,7.84,0.0,8.27,0.096,2023-01-19 04:00:00
site4,19,5,74.37,68.0,552.11,204.43,73.01,87.83,6.78,85.72,0.864,2023-01-19 05:00:00
site4,19,6,59.04,93.47,728.38,433.43,59.35,259.11,61.46,292.42,2.16,2023-01-19 06:00:00
site4,19,7,47.18,117.08,786.54,666.64,54.5,371.13,132.95,458.84,4.224,2023-01-19 07:00:00
site4,19,8,35.71,127.64,868.62,852.98,47.85,448.81,152.08,584.8,3.6,2023-01-19 08:00:00
site4,19,9,27.84,112.39,952.44,899.23,47.34,119.4,890.23,937.38,6.48,2023-01-19 09:00:00
site4,19,10,23.29,119.31,944.41,939.81,43.82,122.86,961.28,969.65,13.44,2023-01-19 10:00:00
site4,19,11,28.8,113.2,926.49,952.95,40.08,506.92,171.03,654.98,5.616,2023-01-19 11:00:00
site4,19,12,38.95,107.62,891.25,779.91,40.45,411.02,73.31,451.23,9.744,2023-01-19 12:00:00
site4,19,13,50.15,96.35,845.01,622.34,38.36,201.85,0.98,207.8,10.992,2023-01-19 13:00:00
site4,19,14,65.06,80.55,772.73,408.95,39.96,77.01,730.68,401.41,10.704,2023-01-19 14:00:00
site4,19,15,76.65,53.82,525.59,168.52,49.04,54.58,529.51,170.65,11.712,2023-01-19 15:00:00
site4,19,16,90.64,0.0,0.0,0.0,64.13,0.0,0.0,0.0,5.712,2023-01-19 16:00:00
site4,19,17,106.01,0.0,0.0,0.0,65.98,0.0,0.0,0.0,3.648,2023-01-19 17:00:00
site4,19,18,116.83,0.0,0.0,0.0,64.78,0.0,0.0,0.0,1.344,2023-01-19 18:00:00
site4,19,19,126.8,0.0,0.0,0.0,64.47,0.0,0.0,0.0,0.576,2023-01-19 19:00:00
site4,19,20,147.51,0.0,0.0,0.0,58.93,0.0,0.0,0.0,0.0,2023-01-19 20:00:00
site4,19,21,154.8,0.0,0.0,0.0,62.74,0.0,0.0,0.0,0.0,2023-01-19 21:00:00
site4,19,22,154.6,0.0,0.0,0.0,63.93,0.0,0.0,0.0,0.0,2023-01-19 22:00:00
site4,19,23,147.91,0.0,0.0,0.0,66.72,0.0,0.0,0.0,0.0,2023-01-19 23:00:00
site4,20,0,141.94,0.0,0.0,0.0,73.89,0.0,0.0,0.0,0.0,2023-01-20 00:00:00
site4,20,1,132.13,0.0,0.0,0.0,77.92,0.0,0.0,0.0,0.0,2023-01-20 01:00:00
site4,20,2,119.92,0.0,0.0,0.0,75.51,0.0,0.0,0.0,0.0,2023-01-20 02:00:00
site4,20,3,101.92,0.0,0.0,0.0,76.89,0.0,0.0,0.0,0.0,2023-01-20 03:00:00
site4,20,4,86.91,13.47,140.54,17.56,68.29,8.13,0.0,7.78,0.096,2023-01-20 04:00:00
site4,20,5,74.96,53.98,633.5,217.87,53.35,109.44,264.22,181.02,0.864,2023-01-20 05:00:00
site4,20,6,59.44,74.36,789.91,460.15,46.62,76.28,785.62,462.91,1.968,2023-01-20 06:00:00
site4,20,7,47.37,90.93,915.09,679.33,41.01,90.93,912.71,690.4,4.128,2023-01-20 07:00:00
site4,20,8,36.15,101.57,890.95,859.82,36.77,98.53,913.07,823.0,5.952,2023-01-20 08:00:00
site4,20,9,27.63,100.16,924.06,933.63,33.18,96.25,954.87,976.31,8.496,2023-01-20 09:00:00
site4,20,10,23.69,102.85,955.41,939.71,29.16,102.72,978.98,986.0,12.384,2023-01-20 10:00:00
site4,20,11,28.45,103.48,942.26,951.9,28.81,97.94,983.3,937.88,17.568,2023-01-20 11:00:00
site4,20,12,40.26,96.93,953.57,782.21,28.51,92.77,935.93,823.21,13.824,2023-01-20 12:00:00
site4,20,13,49.39,85.77,893.39,655.07,27.69,91.11,844.92,619.0,14.352,2023-01-20 13:00:00
site4,20,14,64.82,75.28,797.31,413.75,30.57,76.96,766.23,401.7,11.136,2023-01-20 14:00:00
site4,20,15,75.94,48.25,547.39,174.93,41.59,50.87,568.23,164.62,6.912,2023-01-20 15:00:00
site4,20,16,88.6,0.0,0.0,0.0,51.96,0.0,0.0,0.0,4.128,2023-01-20 16:00:00
site4,20,17,102.81,0.0,0.0,0.0,54.14,0.0,0.0,0.0,2.688,2023-01-20 17:00:00
site4,20,18,123.13,0.0,0.0,0.0,57.05,0.0,0.0,0.0,1.2,2023-01-20 18:00:00
site4,20,19,135.99,0.0,0.0,0.0,59.39,0.0,0.0,0.0,0.24,2023-01-20 19:00:00
site4,20,20,144.23,0.0,0.0,0.0,66.56,0.0,0.0,0.0,0.0,2023-01-20 20:00:00
site4,20,21,146.6,0.0,0.0,0.0,66.07,0.0,0.0,0.0,0.0,2023-01-20 21:00:00
site4,20,22,151.63,0.0,0.0,0.0,68.16,0.0,0.0,0.0,0.0,2023-01-20 22:00:00
site4,20,23,152.46,0.0,0.0,0.0,70.47,0.0,0.0,0.0,0.0,2023-01-20 23:00:00
site4,21,0,139.79,0.0,0.0,0.0,71.07,0.0,0.0,0.0,0.0,2023-01-21 00:00:00
site4,21,1,128.63,0.0,0.0,0.0,76.45,0.0,0.0,0.0,0.0,2023-01-21 01:00:00
site4,21,2,118.37,0.0,0.0,0.0,79.59,0.0,0.0,0.0,0.0,2023-01-21 02:00:00
site4,21,3,105.69,0.0,0.0,0.0,76.98,0.0,0.0,0.0,0.0,2023-01-21 03:00:00
site4,21,4,91.52,13.26,113.22,15.86,74.98,12.48,109.25,16.58,0.048,2023-01-21 04:00:00
site4,21,5,73.61,61.57,612.33,212.91,58.91,48.6,1.02,46.11,0.864,2023-01-21 05:00:00
site4,21,6,63.6,88.79,775.99,455.33,49.93,147.33,1.0,141.5,2.64,2023-01-21 06:00:00
site4,21,7,47.02,102.52,868.14,668.62,44.09,285.01,6.8,284.93,4.272,2023-01-21 07:00:00
site4,21,8,36.55,109.54,923.46,850.82,36.09,114.02,882.55,816.8,7.248,2023-01-21 08:00:00
site4,21,9,28.96,116.22,938.39,933.02,34.5,120.56,906.32,916.64,10.08,2023-01-21 09:00:00
site4,21,10,25.27,120.88,969.74,1003.94,31.58,124.73,942.72,948.1,15.84,2023-01-21 10:00:00
site4,21,11,30.34,117.53,910.61,941.84,31.93,120.38,956.17,925.33,9.552,2023-01-21 11:00:00
site4,21,12,39.97,119.94,901.08,768.93,31.45,121.75,850.14,831.89,9.552,2023-01-21 12:00:00
