Site Name,Day,Hour,Total Energy(kWh),Datetime
site4,52,15,10.6,2023-02-21 15:00:00
site4,52,16,10.35,2023-02-21 16:00:00
site4,52,17,10.09,2023-02-21 17:00:00
site4,52,18,9.86,2023-02-21 18:00:00
site4,52,19,10.07,2023-02-21 19:00:00
site4,52,20,10.44,2023-02-21 20:00:00
site4,52,21,10.8,2023-02-21 21:00:00
site4,52,22,9.93,2023-02-21 22:00:00
site4,52,23,9.34,2023-02-21 23:00:00
site4,53,0,9.51,2023-02-22 00:00:00
site4,53,1,9.69,2023-02-22 01:00:00
site4,53,2,8.06,2023-02-22 02:00:00
site4,53,3,9.6,2023-02-22 03:00:00
site4,53,4,10.1,2023-02-22 04:00:00
site4,53,5,8.97,2023-02-22 05:00:00
site4,53,6,8.86,2023-02-22 06:00:00
site4,53,7,10.48,2023-02-22 07:00:00
site4,53,8,9.38,2023-02-22 08:00:00
site4,53,9,10.56,2023-02-22 09:00:00
site4,53,10,10.5,2023-02-22 10:00:00
site4,53,11,9.5,2023-02-22 11:00:00
site4,53,12,10.78,2023-02-22 12:00:00
site4,53,13,10.35,2023-02-22 13:00:00
site4,53,14,9.31,2023-02-22 14:00:00
site4,53,15,10.57,2023-02-22 15:00:00
site4,53,16,9.11,2023-02-22 16:00:00
site4,53,17,10.99,2023-02-22 17:00:00
site4,53,18,11.32,2023-02-22 18:00:00
site4,53,19,10.79,2023-02-22 19:00:00
site4,53,20,10.99,2023-02-22 20:00:00
site4,53,21,10.22,2023-02-22 21:00:00
site4,53,22,9.72,2023-02-22 22:00:00
site4,53,23,9.39,2023-02-22 23:00:00
site4,54,0,8.69,2023-02-23 00:00:00
site4,54,1,9.63,2023-02-23 01:00:00
site4,54,2,8.56,2023-02-23 02:00:00
site4,54,3,8.54,2023-02-23 03:00:00
site4,54,4,8.9,2023-02-23 04:00:00
site4,54,5,9.93,2023-02-23 05:00:00
site4,54,6,8.88,2023-02-23 06:00:00
site4,54,7,9.5,2023-02-23 07:00:00
site4,54,8,11.24,2023-02-23 08:00:00
site4,54,9,10.39,2023-02-23 09:00:00
site4,54,10,10.72,2023-02-23 10:00:00
site4,54,11,9.89,2023-02-23 11:00:00
site4,54,12,10.88,2023-02-23 12:00:00
site4,54,13,11.27,2023-02-23 13:00:00
site4,54,14,10.35,2023-02-23 14:00:00
site4,54,15,10.42,2023-02-23 15:00:00
site4,54,16,9.32,2023-02-23 16:00:00
site4,54,17,10.04,2023-02-23 17:00:00
site4,54,18,10.92,2023-02-23 18:00:00
site4,54,19,11.21,2023-02-23 19:00:00
site4,54,20,9.88,2023-02-23 20:00:00
site4,54,21,10.13,2023-02-23 21:00:00
site4,54,22,10.34,2023-02-23 22:00:00
site4,54,23,9.23,2023-02-23 23:00:00
site4,55,0,9.64,2023-02-24 00:00:00
site4,55,1,8.67,2023-02-24 01:00:00
site4,55,2,7.83,2023-02-24 02:00:00
site4,55,3,9.3,2023-02-24 03:00:00
site4,55,4,10.17,2023-02-24 04:00:00
site4,55,5,10.06,2023-02-24 05:00:00
site4,55,6,9.97,2023-02-24 06:00:00
site4,55,7,9.9,2023-02-24 07:00:00
site4,55,8,8.87,2023-02-24 08:00:00
site4,55,9,10.35,2023-02-24 09:00:00
site4,55,10,9.64,2023-02-24 10:00:00
site4,55,11,10.51,2023-02-24 11:00:00
site4,55,12,9.62,2023-02-24 12:00:00
site4,55,13,10.82,2023-02-24 13:00:00
site4,55,14,10.53,2023-02-24 14:00:00
site4,55,15,10.66,2023-02-24 15:00:00
site4,55,16,10.95,2023-02-24 16:00:00
site4,55,17,11.21,2023-02-24 17:00:00
site4,55,18,11.38,2023-02-24 18:00:00
site4,55,19,9.94,2023-02-24 19:00:00
site4,55,20,10.12,2023-02-24 20:00:00
site4,55,21,9.97,2023-02-24 21:00:00
site4,55,22,9.51,2023-02-24 22:00:00
site4,55,23,8.3,2023-02-24 23:00:00
site4,56,0,9.21,2023-02-25 00:00:00
site4,56,1,8.53,2023-02-25 01:00:00
site4,56,2,8.04,2023-02-25 02:00:00
site4,56,3,9.49,2023-02-25 03:00:00
site4,56,4,9.94,2023-02-25 04:00:00
site4,56,5,9.09,2023-02-25 05:00:00
site4,56,6,10.4,2023-02-25 06:00:00
site4,56,7,9.43,2023-02-25 07:00:00
site4,56,8,10.5,2023-02-25 08:00:00
site4,56,9,9.14,2023-02-25 09:00:00
site4,56,10,10.18,2023-02-25 10:00:00
site4,56,11,9.48,2023-02-25 11:00:00
site4,56,12,9.75,2023-02-25 12:00:00
site4,56,13,10.42,2023-02-25 13:00:00
site4,56,14,10.06,2023-02-25 14:00:00
site4,56,15,10.17,2023-02-25 15:00:00
site4,56,16,10.04,2023-02-25 16:00:00
site4,56,17,10.57,2023-02-25 17:00:00
site4,56,18,9.54,2023-02-25 18:00:00
site4,56,19,9.91,2023-02-25 19:00:00
site4,56,20,10.34,2023-02-25 20:00:00
site4,56,21,10.11,2023-02-25 21:00:00
site4,56,22,10.5,2023-02-25 22:00:00
site4,56,23,9.11,2023-02-25 23:00:00
site4,57,0,8.9,2023-02-26 00:00:00
site4,57,1,8.93,2023-02-26 01:00:00
site4,57,2,8.12,2023-02-26 02:00:00
site4,57,3,9.05,2023-02-26 03:00:00
site4,57,4,9.3,2023-02-26 04:00:00
site4,57,5,10.18,2023-02-26 05:00:00
site4,57,6,10.1,2023-02-26 06:00:00
site4,57,7,9.64,2023-02-26 07:00:00
site4,57,8,8.99,2023-02-26 08:00:00
site4,57,9,9.44,2023-02-26 09:00:00
site4,57,10,9.46,2023-02-26 10:00:00
site4,57,11,9.02,2023-02-26 11:00:00
site4,57,12,10.76,2023-02-26 12:00:00
site4,57,13,10.48,2023-02-26 13:00:00
site4,57,14,10.66,2023-02-26 14:00:00
site4,57,15,10.85,2023-02-26 15:00:00
site4,57,16,8.94,2023-02-26 16:00:00
site4,57,17,10.57,2023-02-26 17:00:00
site4,57,18,10.13,2023-02-26 18:00:00
site4,57,19,9.88,2023-02-26 19:00:00
site4,57,20,10.47,2023-02-26 20:00:00
site4,57,21,10.86,2023-02-26 21:00:00
site4,57,22,8.96,2023-02-26 22:00:00
site4,57,23,9.18,2023-02-26 23:00:00
site4,58,0,9.39,2023-02-27 00:00:00
site4,58,1,8.37,2023-02-27 01:00:00
site4,58,2,8.55,2023-02-27 02:00:00
site4,58,3,9.92,2023-02-27 03:00:00
site4,58,4,10.39,2023-02-27 04:00:00
site4,58,5,9.2,2023-02-27 05:00:00
site4,58,6,9.98,2023-02-27 06:00:00
site4,58,7,9.54,2023-02-27 07:00:00
site4,58,8,9.57,2023-02-27 08:00:00
site4,58,9,10.62,2023-02-27 09:00:00
site4,58,10,9.74,2023-02-27 10:00:00
site4,58,11,9.04,2023-02-27 11:00:00
site4,58,12,9.98,2023-02-27 12:00:00
site4,58,13,8.98,2023-02-27 13:00:00
site4,58,14,10.58,2023-02-27 14:00:00
site4,58,15,9.78,2023-02-27 15:00:00
site4,58,16,10.63,2023-02-27 16:00:00
site4,58,17,9.78,2023-02-27 17:00:00
site4,58,18,10.27,2023-02-27 18:00:00
site4,58,19,9.55,2023-02-27 19:00:00
site4,58,20,11.03,2023-02-27 20:00:00
site4,58,21,10.2,2023-02-27 21:00:00
site4,58,22,9.96,2023-02-27 22:00:00
site4,58,23,10.12,2023-02-27 23:00:00
site4,59,0,9.77,2023-02-28 00:00:00
site4,59,1,9.16,2023-02-28 01:00:00
site4,59,2,9.36,2023-02-28 02:00:00
site4,59,3,9.13,2023-02-28 03:00:00
site4,59,4,8.98,2023-02-28 04:00:00
site4,59,5,10.31,2023-02-28 05:00:00
site4,59,6,9.72,2023-02-28 06:00:00
site4,59,7,10.64,2023-02-28 07:00:00
site4,59,8,11.09,2023-02-28 08:00:00
site4,59,9,9.65,2023-02-28 09:00:00
site4,59,10,10.45,2023-02-28 10:00:00
site4,59,11,9.44,2023-02-28 11:00:00
site4,59,12,10.75,2023-02-28 12:00:00
site4,59,13,9.72,2023-02-28 13:00:00
site4,59,14,9.46,2023-02-28 14:00:00
site4,59,15,8.99,2023-02-28 15:00:00
site4,59,16,11.21,2023-02-28 16:00:00
site4,59,17,10.56,2023-02-28 17:00:00
site4,59,18,9.73,2023-02-28 18:00:00
site4,59,19,10.76,2023-02-28 19:00:00
site4,59,20,10.45,2023-02-28 20:00:00
site4,59,21,10.76,2023-02-28 21:00:00
site4,59,22,9.08,2023-02-28 22:00:00
site4,59,23,9.87,2023-02-28 23:00:00
site4,60,0,9.57,2023-03-01 00:00:00
site4,60,1,9.8,2023-03-01 01:00:00
site4,60,2,9.01,2023-03-01 02:00:00
site4,60,3,9.72,2023-03-01 03:00:00
site4,60,4,8.42,2023-03-01 04:00:00
site4,60,5,9.76,2023-03-01 05:00:00
site4,60,6,10.38,2023-03-01 06:00:00
site4,60,7,10.06,2023-03-01 07:00:00
site4,60,8,9.28,2023-03-01 08:00:00
site4,60,9,10.1,2023-03-01 09:00:00
site4,60,10,10.18,2023-03-01 10:00:00
site4,60,11,10.07,2023-03-01 11:00:00
site4,60,12,9.85,2023-03-01 12:00:00
site4,60,13,9.1,2023-03-01 13:00:00
site4,60,14,9.44,2023-03-01 14:00:00
site4,60,15,10.39,2023-03-01 15:00:00
site4,60,16,10.72,2023-03-01 16:00:00
site4,60,17,10.91,2023-03-01 17:00:00
site4,60,18,10.02,2023-03-01 18:00:00
site4,60,19,10.7,2023-03-01 19:00:00
site4,60,20,10.19,2023-03-01 20:00:00
site4,60,21,9.28,2023-03-01 21:00:00
site4,60,22,9.46,2023-03-01 22:00:00
site4,60,23,8.6,2023-03-01 23:00:00
site5,1,0,8.3,2023-01-01 00:00:00
site5,1,1,7.33,2023-01-01 01:00:00
site5,1,2,4.47,2023-01-01 02:00:00
site5,1,3,3.1,2023-01-01 03:00:00
site5,1,4,6.74,2023-01-01 04:00:00
site5,1,5,8.15,2023-01-01 05:00:00
site5,1,6,8.49,2023-01-01 06:00:00
site5,1,7,8.51,2023-01-01 07:00:00
site5,1,8,8.62,2023-01-01 08:00:00
site5,1,9,8.65,2023-01-01 09:00:00
site5,1,10,8.83,2023-01-01 10:00:00
site5,1,11,8.9,2023-01-01 11:00:00
site5,1,12,9.0,2023-01-01 12:00:00
site5,1,13,8.9,2023-01-01 13:00:00
site5,1,14,8.87,2023-01-01 14:00:00
site5,1,15,8.92,2023-01-01 15:00:00
site5,1,16,8.9,2023-01-01 16:00:00
site5,1,17,8.92,2023-01-01 17:00:00
site5,1,18,8.96,2023-01-01 18:00:00
site5,1,19,9.0,2023-01-01 19:00:00
site5,1,20,9.5,2023-01-01 20:00:00
site5,1,21,9.27,2023-01-01 21:00:00
site5,1,22,9.42,2023-01-01 22:00:00
site5,1,23,8.84,2023-01-01 23:00:00
site5,2,0,8.47,2023-01-02 00:00:00
site5,2,1,6.85,2023-01-02 01:00:00
site5,2,2,3.18,2023-01-02 02:00:00
site5,2,3,2.82,2023-01-02 03:00:00
site5,2,4,5.58,2023-01-02 04:00:00
site5,2,5,8.05,2023-01-02 05:00:00
site5,2,6,8.4,2023-01-02 06:00:00
site5,2,7,8.76,2023-01-02 07:00:00
site5,2,8,8.91,2023-01-02 08:00:00
site5,2,9,8.97,2023-01-02 09:00:00
site5,2,10,8.95,2023-01-02 10:00:00
site5,2,11,8.92,2023-01-02 11:00:00
site5,2,12,9.02,2023-01-02 12:00:00
site5,2,13,8.91,2023-01-02 13:00:00
site5,2,14,9.14,2023-01-02 14:00:00
site5,2,15,8.98,2023-01-02 15:00:00
site5,2,16,9.17,2023-01-02 16:00:00
site5,2,17,9.3,2023-01-02 17:00:00
site5,2,18,9.09,2023-01-02 18:00:00
site5,2,19,9.03,2023-01-02 19:00:00
site5,2,20,9.26,2023-01-02 20:00:00
site5,2,21,9.3,2023-01-02 21:00:00
site5,2,22,9.01,2023-01-02 22:00:00
site5,2,23,8.83,2023-01-02 23:00:00
site5,3,0,8.365,2023-01-03 00:00:00
site5,3,1,8.365,2023-01-03 01:00:00
site5,3,2,8.26,2023-01-03 02:00:00
site5,3,3,7.87,2023-01-03 03:00:00
site5,3,4,8.03,2023-01-03 04:00:00
site5,3,5,8.175,2023-01-03 05:00:00
site5,3,6,8.175,2023-01-03 06:00:00
site5,3,7,8.62,2023-01-03 07:00:00
site5,3,8,8.97,2023-01-03 08:00:00
site5,3,9,9.0,2023-01-03 09:00:00
site5,3,10,8.91,2023-01-03 10:00:00
site5,3,11,9.06,2023-01-03 11:00:00
site5,3,12,9.27,2023-01-03 12:00:00
site5,3,13,9.15,2023-01-03 13:00:00
site5,3,14,9.28,2023-01-03 14:00:00
site5,3,15,9.22,2023-01-03 15:00:00
site5,3,16,9.16,2023-01-03 16:00:00
site5,3,17,9.32,2023-01-03 17:00:00
site5,3,18,9.04,2023-01-03 18:00:00
site5,3,19,9.02,2023-01-03 19:00:00
site5,3,20,9.26,2023-01-03 20:00:00
site5,3,21,9.46,2023-01-03 21:00:00
site5,3,22,9.18,2023-01-03 22:00:00
site5,3,23,8.68,2023-01-03 23:00:00
site5,4,0,8.25,2023-01-04 00:00:00
site5,4,1,6.81,2023-01-04 01:00:00
site5,4,2,6.67,2023-01-04 02:00:00
site5,4,3,5.94,2023-01-04 03:00:00
site5,4,4,8.03,2023-01-04 04:00:00
site5,4,5,8.37,2023-01-04 05:00:00
site5,4,6,8.48,2023-01-04 06:00:00
site5,4,7,8.72,2023-01-04 07:00:00
site5,4,8,8.89,2023-01-04 08:00:00
site5,4,9,8.86,2023-01-04 09:00:00
site5,4,10,8.89,2023-01-04 10:00:00
site5,4,11,8.9,2023-01-04 11:00:00
site5,4,12,8.91,2023-01-04 12:00:00
site5,4,13,8.95,2023-01-04 13:00:00
site5,4,14,8.93,2023-01-04 14:00:00
site5,4,15,8.9,2023-01-04 15:00:00
site5,4,16,8.88,2023-01-04 16:00:00
site5,4,17,8.94,2023-01-04 17:00:00
site5,4,18,9.08,2023-01-04 18:00:00
site5,4,19,9.18,2023-01-04 19:00:00
site5,4,20,9.4,2023-01-04 20:00:00
site5,4,21,9.38,2023-01-04 21:00:00
site5,4,22,9.29,2023-01-04 22:00:00
site5,4,23,8.67,2023-01-04 23:00:00
site5,5,0,8.4,2023-01-05 00:00:00
site5,5,1,8.24,2023-01-05 01:00:00
site5,5,2,7.26,2023-01-05 02:00:00
site5,5,3,7.73,2023-01-05 03:00:00
site5,5,4,8.24,2023-01-05 04:00:00
site5,5,5,8.31,2023-01-05 05:00:00
site5,5,6,8.47,2023-01-05 06:00:00
site5,5,7,8.48,2023-01-05 07:00:00
site5,5,8,8.64,2023-01-05 08:00:00
site5,5,9,8.92,2023-01-05 09:00:00
site5,5,10,8.89,2023-01-05 10:00:00
site5,5,11,8.85,2023-01-05 11:00:00
site5,5,12,8.93,2023-01-05 12:00:00
site5,5,13,9.0,2023-01-05 13:00:00
site5,5,14,8.92,2023-01-05 14:00:00
site5,5,15,8.91,2023-01-05 15:00:00
site5,5,16,8.92,2023-01-05 16:00:00
site5,5,17,8.9,2023-01-05 17:00:00
site5,5,18,8.94,2023-01-05 18:00:00
site5,5,19,9.16,2023-01-05 19:00:00
site5,5,20,9.58,2023-01-05 20:00:00
site5,5,21,9.45,2023-01-05 21:00:00
site5,5,22,9.15,2023-01-05 22:00:00
site5,5,23,8.69,2023-01-05 23:00:00
site5,6,0,8.03,2023-01-06 00:00:00
site5,6,1,8.03,2023-01-06 01:00:00
site5,6,2,8.14,2023-01-06 02:00:00
site5,6,3,6.11,2023-01-06 03:00:00
site5,6,4,8.15,2023-01-06 04:00:00
site5,6,5,8.15,2023-01-06 05:00:00
site5,6,6,8.49,2023-01-06 06:00:00
site5,6,7,8.6,2023-01-06 07:00:00
site5,6,8,8.6,2023-01-06 08:00:00
site5,6,9,8.87,2023-01-06 09:00:00
site5,6,10,8.91,2023-01-06 10:00:00
site5,6,11,8.97,2023-01-06 11:00:00
site5,6,12,8.94,2023-01-06 12:00:00
site5,6,13,8.95,2023-01-06 13:00:00
site5,6,14,8.91,2023-01-06 14:00:00
site5,6,15,8.88,2023-01-06 15:00:00
site5,6,16,8.87,2023-01-06 16:00:00
site5,6,17,8.97,2023-01-06 17:00:00
site5,6,18,9.01,2023-01-06 18:00:00
site5,6,19,9.02,2023-01-06 19:00:00
site5,6,20,9.28,2023-01-06 20:00:00
site5,6,21,9.31,2023-01-06 21:00:00
site5,6,22,8.97,2023-01-06 22:00:00
site5,6,23,8.66,2023-01-06 23:00:00
site5,7,0,8.36,2023-01-07 00:00:00
site5,7,1,6.56,2023-01-07 01:00:00
site5,7,2,4.19,2023-01-07 02:00:00
site5,7,3,3.98,2023-01-07 03:00:00
site5,7,4,7.97,2023-01-07 04:00:00
site5,7,5,8.21,2023-01-07 05:00:00
site5,7,6,8.49,2023-01-07 06:00:00
site5,7,7,8.51,2023-01-07 07:00:00
site5,7,8,8.5,2023-01-07 08:00:00
site5,7,9,8.77,2023-01-07 09:00:00
site5,7,10,8.81,2023-01-07 10:00:00
site5,7,11,8.67,2023-01-07 11:00:00
site5,7,12,8.86,2023-01-07 12:00:00
site5,7,13,8.9,2023-01-07 13:00:00
site5,7,14,8.91,2023-01-07 14:00:00
site5,7,15,8.69,2023-01-07 15:00:00
site5,7,16,8.85,2023-01-07 16:00:00
site5,7,17,8.9,2023-01-07 17:00:00
site5,7,18,8.91,2023-01-07 18:00:00
site5,7,19,9.0,2023-01-07 19:00:00
site5,7,20,9.09,2023-01-07 20:00:00
site5,7,21,9.38,2023-01-07 21:00:00
site5,7,22,9.13,2023-01-07 22:00:00
site5,7,23,8.7,2023-01-07 23:00:00
site5,8,0,6.55,2023-01-08 00:00:00
site5,8,1,6.55,2023-01-08 01:00:00
site5,8,2,6.76,2023-01-08 02:00:00
site5,8,3,7.4,2023-01-08 03:00:00
site5,8,4,8.29,2023-01-08 04:00:00
site5,8,5,8.24,2023-01-08 05:00:00
site5,8,6,8.54,2023-01-08 06:00:00
site5,8,7,8.74,2023-01-08 07:00:00
site5,8,8,8.83,2023-01-08 08:00:00
site5,8,9,8.88,2023-01-08 09:00:00
site5,8,10,8.97,2023-01-08 10:00:00
site5,8,11,8.92,2023-01-08 11:00:00
site5,8,12,8.92,2023-01-08 12:00:00
site5,8,13,8.9,2023-01-08 13:00:00
site5,8,14,8.92,2023-01-08 14:00:00
site5,8,15,8.9,2023-01-08 15:00:00
site5,8,16,8.91,2023-01-08 16:00:00
site5,8,17,8.96,2023-01-08 17:00:00
site5,8,18,8.97,2023-01-08 18:00:00
site5,8,19,8.93,2023-01-08 19:00:00
site5,8,20,9.14,2023-01-08 20:00:00
site5,8,21,9.38,2023-01-08 21:00:00
site5,8,22,9.0,2023-01-08 22:00:00
site5,8,23,8.75,2023-01-08 23:00:00
site5,9,0,8.125,2023-01-09 00:00:00
site5,9,1,8.125,2023-01-09 01:00:00
site5,9,2,4.12,2023-01-09 02:00:00
site5,9,3,2.91,2023-01-09 03:00:00
site5,9,4,6.09,2023-01-09 04:00:00
site5,9,5,8.06,2023-01-09 05:00:00
site5,9,6,8.47,2023-01-09 06:00:00
site5,9,7,8.62,2023-01-09 07:00:00
site5,9,8,8.83,2023-01-09 08:00:00
site5,9,9,9.0,2023-01-09 09:00:00
site5,9,10,8.96,2023-01-09 10:00:00
site5,9,11,8.91,2023-01-09 11:00:00
site5,9,12,9.05,2023-01-09 12:00:00
site5,9,13,9.31,2023-01-09 13:00:00
site5,9,14,9.15,2023-01-09 14:00:00
site5,9,15,9.04,2023-01-09 15:00:00
site5,9,16,9.01,2023-01-09 16:00:00
site5,9,17,8.91,2023-01-09 17:00:00
site5,9,18,9.02,2023-01-09 18:00:00
site5,9,19,9.08,2023-01-09 19:00:00
site5,9,20,8.96,2023-01-09 20:00:00
site5,9,21,9.21,2023-01-09 21:00:00
site5,9,22,9.0,2023-01-09 22:00:00
site5,9,23,8.74,2023-01-09 23:00:00
site5,10,0,8.35,2023-01-10 00:00:00
site5,10,1,7.18,2023-01-10 01:00:00
site5,10,2,3.96,2023-01-10 02:00:00
site5,10,3,3.03,2023-01-10 03:00:00
site5,10,4,7.11,2023-01-10 04:00:00
site5,10,5,8.06,2023-01-10 05:00:00
site5,10,6,8.23,2023-01-10 06:00:00
site5,10,7,8.73,2023-01-10 07:00:00
site5,10,8,8.99,2023-01-10 08:00:00
site5,10,9,8.9,2023-01-10 09:00:00
site5,10,10,8.96,2023-01-10 10:00:00
site5,10,11,9.02,2023-01-10 11:00:00
site5,10,12,8.99,2023-01-10 12:00:00
site5,10,13,9.08,2023-01-10 13:00:00
site5,10,14,9.39,2023-01-10 14:00:00
site5,10,15,9.21,2023-01-10 15:00:00
site5,10,16,7.17,2023-01-10 16:00:00
site5,10,17,3.64,2023-01-10 17:00:00
site5,10,18,8.03,2023-01-10 18:00:00
site5,10,19,6.86,2023-01-10 19:00:00
site5,10,20,9.16,2023-01-10 20:00:00
site5,10,21,8.61,2023-01-10 21:00:00
site5,10,22,2.02,2023-01-10 22:00:00
site5,10,23,8.45,2023-01-10 23:00:00
site5,11,0,8.01,2023-01-11 00:00:00
site5,11,1,4.29,2023-01-11 01:00:00
site5,11,2,2.41,2023-01-11 02:00:00
site5,11,3,2.53,2023-01-11 03:00:00
site5,11,4,4.87,2023-01-11 04:00:00
site5,11,5,8.13,2023-01-11 05:00:00
site5,11,6,8.475,2023-01-11 06:00:00
site5,11,7,8.475,2023-01-11 07:00:00
site5,11,8,8.5,2023-01-11 08:00:00
site5,11,9,8.59,2023-01-11 09:00:00
site5,11,10,8.62,2023-01-11 10:00:00
site5,11,11,8.88,2023-01-11 11:00:00
site5,11,12,8.91,2023-01-11 12:00:00
site5,11,13,8.91,2023-01-11 13:00:00
site5,11,14,8.97,2023-01-11 14:00:00
site5,11,15,8.91,2023-01-11 15:00:00
site5,11,16,8.9,2023-01-11 16:00:00
site5,11,17,8.9,2023-01-11 17:00:00
site5,11,18,8.94,2023-01-11 18:00:00
site5,11,19,8.95,2023-01-11 19:00:00
site5,11,20,9.22,2023-01-11 20:00:00
site5,11,21,9.11,2023-01-11 21:00:00
site5,11,22,8.94,2023-01-11 22:00:00
site5,11,23,8.53,2023-01-11 23:00:00
site5,12,0,8.11,2023-01-12 00:00:00
site5,12,1,6.35,2023-01-12 01:00:00
site5,12,2,3.01,2023-01-12 02:00:00
site5,12,3,2.89,2023-01-12 03:00:00
site5,12,4,6.03,2023-01-12 04:00:00
site5,12,5,8.38,2023-01-12 05:00:00
site5,12,6,8.53,2023-01-12 06:00:00
site5,12,7,8.57,2023-01-12 07:00:00
site5,12,8,8.71,2023-01-12 08:00:00
site5,12,9,8.85,2023-01-12 09:00:00
site5,12,10,8.9,2023-01-12 10:00:00
site5,12,11,8.93,2023-01-12 11:00:00
site5,12,12,8.91,2023-01-12 12:00:00
site5,12,13,8.95,2023-01-12 13:00:00
site5,12,14,9.03,2023-01-12 14:00:00
site5,12,15,9.01,2023-01-12 15:00:00
site5,12,16,8.89,2023-01-12 16:00:00
site5,12,17,8.99,2023-01-12 17:00:00
site5,12,18,9.12,2023-01-12 18:00:00
site5,12,19,9.28,2023-01-12 19:00:00
site5,12,20,9.22,2023-01-12 20:00:00
site5,12,21,9.2,2023-01-12 21:00:00
site5,12,22,9.12,2023-01-12 22:00:00
site5,12,23,8.67,2023-01-12 23:00:00
site5,13,0,8.29,2023-01-13 00:00:00
site5,13,1,5.61,2023-01-13 01:00:00
site5,13,2,3.44,2023-01-13 02:00:00
site5,13,3,2.54,2023-01-13 03:00:00
site5,13,4,3.9,2023-01-13 04:00:00
site5,13,5,8.19,2023-01-13 05:00:00
site5,13,6,8.48,2023-01-13 06:00:00
site5,13,7,8.7,2023-01-13 07:00:00
site5,13,8,8.7,2023-01-13 08:00:00
site5,13,9,8.9,2023-01-13 09:00:00
site5,13,10,8.84,2023-01-13 10:00:00
site5,13,11,8.87,2023-01-13 11:00:00
site5,13,12,8.92,2023-01-13 12:00:00
site5,13,13,8.94,2023-01-13 13:00:00
site5,13,14,8.89,2023-01-13 14:00:00
site5,13,15,8.93,2023-01-13 15:00:00
site5,13,16,9.088571429,2023-01-13 16:00:00
site5,13,17,9.088571429,2023-01-13 17:00:00
site5,13,18,9.088571429,2023-01-13 18:00:00
site5,13,19,9.088571429,2023-01-13 19:00:00
site5,13,20,9.088571429,2023-01-13 20:00:00
site5,13,21,9.088571429,2023-01-13 21:00:00
site5,13,22,9.088571429,2023-01-13 22:00:00
site5,13,23,8.87,2023-01-13 23:00:00
site5,14,0,8.38,2023-01-14 00:00:00
site5,14,1,7.99,2023-01-14 01:00:00
site5,14,2,8.02,2023-01-14 02:00:00
site5,14,3,7.84,2023-01-14 03:00:00
site5,14,4,8.36,2023-01-14 04:00:00
site5,14,5,8.23,2023-01-14 05:00:00
site5,14,6,8.48,2023-01-14 06:00:00
site5,14,7,8.56,2023-01-14 07:00:00
site5,14,8,8.86,2023-01-14 08:00:00
site5,14,9,8.9,2023-01-14 09:00:00
site5,14,10,8.94,2023-01-14 10:00:00
site5,14,11,8.91,2023-01-14 11:00:00
site5,14,12,8.88,2023-01-14 12:00:00
site5,14,13,8.88,2023-01-14 13:00:00
site5,14,14,8.94,2023-01-14 14:00:00
site5,14,15,8.9,2023-01-14 15:00:00
site5,14,16,8.89,2023-01-14 16:00:00
site5,14,17,8.9,2023-01-14 17:00:00
site5,14,18,8.98,2023-01-14 18:00:00
site5,14,19,9.04,2023-01-14 19:00:00
site5,14,20,9.05,2023-01-14 20:00:00
site5,14,21,9.29,2023-01-14 21:00:00
site5,14,22,9.09,2023-01-14 22:00:00
site5,14,23,8.6,2023-01-14 23:00:00
site5,15,0,8.48,2023-01-15 00:00:00
site5,15,1,4.74,2023-01-15 01:00:00
site5,15,2,3.9,2023-01-15 02:00:00
site5,15,3,3.07,2023-01-15 03:00:00
site5,15,4,7.71,2023-01-15 04:00:00
site5,15,5,8.19,2023-01-15 05:00:00
site5,15,6,8.49,2023-01-15 06:00:00
site5,15,7,8.52,2023-01-15 07:00:00
site5,15,8,8.59,2023-01-15 08:00:00
site5,15,9,8.84,2023-01-15 09:00:00
site5,15,10,8.84,2023-01-15 10:00:00
site5,15,11,8.87,2023-01-15 11:00:00
site5,15,12,8.98,2023-01-15 12:00:00
site5,15,13,8.92,2023-01-15 13:00:00
site5,15,14,8.84,2023-01-15 14:00:00
site5,15,15,8.81,2023-01-15 15:00:00
site5,15,16,8.82,2023-01-15 16:00:00
site5,15,17,8.91,2023-01-15 17:00:00
site5,15,18,8.9,2023-01-15 18:00:00
site5,15,19,9.1,2023-01-15 19:00:00
site5,15,20,9.07,2023-01-15 20:00:00
site5,15,21,9.27,2023-01-15 21:00:00
site5,15,22,9.07,2023-01-15 22:00:00
site5,15,23,8.68,2023-01-15 23:00:00
site5,16,0,8.73,2023-01-16 00:00:00
site5,16,1,8.36,2023-01-16 01:00:00
site5,16,2,8.47,2023-01-16 02:00:00
site5,16,3,8.01,2023-01-16 03:00:00
site5,16,4,8.39,2023-01-16 04:00:00
site5,16,5,8.19,2023-01-16 05:00:00
site5,16,6,8.4,2023-01-16 06:00:00
site5,16,7,8.59,2023-01-16 07:00:00
site5,16,8,8.88,2023-01-16 08:00:00
site5,16,9,8.9,2023-01-16 09:00:00
site5,16,10,8.95,2023-01-16 10:00:00
site5,16,11,8.83,2023-01-16 11:00:00
site5,16,12,8.96,2023-01-16 12:00:00
site5,16,13,8.91,2023-01-16 13:00:00
site5,16,14,8.93,2023-01-16 14:00:00
site5,16,15,8.9,2023-01-16 15:00:00
site5,16,16,8.89,2023-01-16 16:00:00
site5,16,17,8.92,2023-01-16 17:00:00
site5,16,18,8.91,2023-01-16 18:00:00
site5,16,19,8.94,2023-01-16 19:00:00
